dataset,Cx,Cy,MolFormula,Molecule_ID,SMILES,Sidechain,Source,Tx,Ty,Tz,Theta,best_objective,interaction_energy,Full_torsion_angles,optimization_success,xyz_file_path,xyz_generated,Original_MolFormula,hash,smiles_occurrence_count
PDI,-1.2511,-8.7746,C40H26N2O4_1,C40H26N2O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCc1ccccc1)c64)C(=O)N(CCc1ccccc1)C5=O,CCc1ccccc1,Pubchem,-2.4249,1.3582,3.133,-26.89,-158.730713,-158.730703,"[-67.137, 83.297, 46.462, 26.101]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C40H26N2O4_1/C40H26N2O4_1.xyz,True,C40H26N2O4,64e9e411ac8d821b,1
PDI,2.3448,-0.8583,C48H26N6O4_1,C48H26N6O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O,c1ccc(N=Nc2ccccc2)cc1,Pubchem,-1.6553,3.2133,3.102,-176.107,-234.531354,-234.531394,"[93.905, 13.24, -3.078, 60.198, -39.465, 0.186]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H26N6O4/C48H26N6O4.xyz,True,C48H26N6O4,c0270e99af9e9d2b,1
PDI,0.977,-2.5029,C24H10N2O4_1,C24H10N2O4_1,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,H,Pubchem,-1.4185,-0.1492,3.1187,-29.336,-120.514719,-120.514722,,True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C24H10N2O4/C24H10N2O4.xyz,True,C24H10N2O4,9c8e5fe2663dde77,1
PDI,0.7201,-4.1471,C26H14N2O4_1,C26H14N2O4_1,CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,C,Pubchem,-2.0789,0.1748,3.1088,-28.999,-135.584045,-135.584067,,True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C26H14N2O4/C26H14N2O4.xyz,True,C26H14N2O4,0e60f44d79813e3e,1
PDI,-0.276,-4.4295,C38H22N2O6_1,C38H22N2O6_1,COc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(OC)cc2)C6=O)cc1,COc1ccccc1,Pubchem,-0.9877,0.346,3.2259,-13.348,-170.572437,-170.572417,"[-54.742, -73.496, -23.664, -125.177]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H22N2O6/C38H22N2O6.xyz,True,C38H22N2O6,684e62317b18fe8b,1
PDI,-2.3148,-0.9219,C40H26N2O6_1,C40H26N2O6_1,COc1ccc(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(Cc2ccc(OC)cc2)C6=O)cc1,COc1ccc(C)cc1,Pubchem,-1.463,1.4221,3.1454,20.514,-184.083745,-184.083732,"[-19.336, 80.634, -51.202, 72.316, -9.789, -114.391]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C40H26N2O6_1/C40H26N2O6_1.xyz,True,C40H26N2O6,98d0772f8c63a0cc,1
PDI,0.6647,-1.5066,C36H20N4O4_1,C36H20N4O4_1,Nc1cccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cccc(N)c2)C6=O)c1,Nc1ccccc1,Pubchem,-3.1571,-0.1586,3.0548,1.766,-197.994394,-197.647823,"[75.806, 124.386]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C36H20N4O4_1/C36H20N4O4_1.xyz,True,C36H20N4O4,ed2960a4acf05d8f,1
PDI,-0.8672,-3.103,C38H36N4O4_1,C38H36N4O4_1,CN1CCCC1CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCC1CCCN1C)C5=O,CCC1CCCN1C,Pubchem,-0.5654,0.7585,3.1248,-28.142,-168.884278,-168.83101,"[-34.344, -71.421]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C38H36N4O4_1/C38H36N4O4_1.xyz,True,C38H36N4O4,123323b103b4bdcd,2
PDI,2.4182,2.7385,C32H28N4O4_1,C32H28N4O4_1,NCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCN)C5=O,CCCCN,Pubchem,0.2463,-0.9703,3.1408,-22.325,-151.890235,-151.812888,"[-64.011, -69.047]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C32H28N4O4_1/C32H28N4O4_1.xyz,True,C32H28N4O4,a5b34b018113c8a9,1
PDI,0.915,0.9123,C34H34N4O4+2_1,C34H34N4O4+2_1,C[N+](C)(C)CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC[N+](C)(C)C)C5=O,CC[N+](C)(C)C,Pubchem,9.992,-0.955,4.1803,-177.963,-168.944635,-168.944707,"[-70.474, -25.786]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H34N4O4+2/C34H34N4O4+2.xyz,True,C34H34N4O4+2,def02e3625959933,1
PDI,0.058,0.5429,C47H53N5O6_1,C47H53N5O6_1,O=C1c2ccc3c4ccc5c6c(cc(N7CCCCC7)c(c7ccc(c2c37)C(=O)N1CCOCCN1CCCCC1)c64)C(=O)N(CCOCCN1CCCCC1)C5=O,CCOCCN1CCCCC1,Pubchem,-1.0806,-0.9481,3.1812,-146.15,-158.710227,-158.710257,"[-62.454, -16.537, 44.927]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C47H53N5O6/C47H53N5O6.xyz,True,C47H53N5O6,980a80335a622116,1
PDI,-10,9.9015,C36H18N2O4_1,C36H18N2O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccccc1)c64)C(=O)N(c1ccccc1)C5=O,c1ccccc1,Pubchem,-3.022,0.1789,3.0877,-0.436,-177.486193,-177.299025,"[-69.225, -113.16]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H18N2O4/C36H18N2O4.xyz,True,C36H18N2O4,b7f15f179d29a640,1
PDI,-3.0766,-3.8183,C40H42N2O4_1,C40H42N2O4_1,CCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,CCCCCCCC,Pubchem,-0.8401,1.1952,3.167,-19.233,-157.37587,-157.375788,"[-69.7, -69.217]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C40H42N2O4/C40H42N2O4.xyz,True,C40H42N2O4,d17ff12479b53620,1
PDI,-0.6314,-1.0176,C36H34N2O4_1,C36H34N2O4_1,CCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCC)C5=O,CCCCCC,Pubchem,-0.4238,0.3108,3.1534,-21.193,-153.772099,-153.689253,"[-67.004, -67.668]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H34N2O4/C36H34N2O4.xyz,True,C36H34N2O4,0ca777a2684d01f1,1
PDI,0.0995,4.7297,C48H42N2O4_1,C48H42N2O4_1,CC(C)c1ccc(C(C)C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C(C)C)ccc2C(C)C)C6=O)c1,CC(C)c1ccc(C(C)C)cc1,Pubchem,-0.0528,-4.7507,3.123,-179.282,-135.594454,-135.535234,"[41.159, 8.388, -32.797, -5.458, 39.307, 101.765]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C48H42N2O4_1/C48H42N2O4_1.xyz,True,C48H42N2O4,257e4f2d721531a8,2
PDI,-2.7405,-0.0816,C40H26N2O4_2,C40H26N2O4_2,Cc1cccc(C)c1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C)cccc1C)C5=O,Cc1cccc(C)c1,Pubchem,5.1328,1.6826,3.114,-150.509,-157.008455,-152.938047,"[47.863, -114.513]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C40H26N2O4_2/C40H26N2O4_2.xyz,True,C40H26N2O4,4051c18353e6f393,1
PDI,-3.0448,3.9326,C52H50N2O4_1,C52H50N2O4_1,Cc1cc2c3c(cc(C)c4c5c(C)cc6c7c(cc(C)c(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-1.5511,0.4054,2,168.281,-55.060825,-55.060849,"[43.156, -69.97, -18.118, 21.874, 94.886, -5.14]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C52H50N2O4_1/C52H50N2O4_1.xyz,True,C52H50N2O4,92eedec9ed235457,2
PDI,-0.5526,-5.618,C32H28N4O6_1,C32H28N4O6_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCNCCO)c64)C(=O)N(CCNCCO)C5=O,CCNCCO,Pubchem,1.9061,0.135,3.1439,20.082,-160.277991,-160.277989,"[66.015, -111.515]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C32H28N4O6/C32H28N4O6.xyz,True,C32H28N4O6,493063c47b183565,1
PDI,0.9523,0.5951,C34H32N4O4_1,C34H32N4O4_1,CC(CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C)N(C)C)C5=O)N(C)C,CC(C)N(C)C,Pubchem,-1.9612,-1.2098,3.1484,-45,-133.417492,-133.417562,"[36.359, -48.247]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C34H32N4O4_1/C34H32N4O4_1.xyz,True,C34H32N4O4,06ee571a051494c8,2
PDI,5.0642,-2.5352,C28H20N4O4_1,C28H20N4O4_1,NCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCN)C5=O,CCN,Pubchem,-2.1236,-1.9463,3.1275,-26.562,-147.990926,-147.557357,"[-42.049, -65.494]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C28H20N4O4/C28H20N4O4.xyz,True,C28H20N4O4,15970a2a0faf3605,1
PDI,1.9852,0.6383,C38H22N2O4_1,C38H22N2O4_1,Cc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C)cc2)C6=O)cc1,Cc1ccccc1,Pubchem,-2.4064,-2.6512,3.1514,-135,-141.342583,-141.342563,"[-16.631, -58.174]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C38H22N2O4_1/C38H22N2O4_1.xyz,True,C38H22N2O4,ad80312c1ee7dfa4,1
PDI,-1.9093,-1.9139,C34H30N2O4_1,C34H30N2O4_1,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-0.3473,1.2484,3.1228,-32.132,-154.785921,-151.710261,"[-51.442, -81.17]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C34H30N2O4_1/C34H30N2O4_1.xyz,True,C34H30N2O4,e8fc0dce2f4f280a,2
PDI,1.7134,1.5131,C38H38N2O4_1,C38H38N2O4_1,CC(C)C(C(C)C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C(C)C)C(C)C)C5=O,CC(C)CC(C)C,Pubchem,0.1725,-0.724,3.1568,-48.992,-137.356956,-134.939171,"[-61.639, 36.23]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C38H38N2O4_1/C38H38N2O4_1.xyz,True,C38H38N2O4,6093b412bc36c127,1
PDI,3.8657,0.2378,C38H16N4O4S2_1,C38H16N4O4S2_1,N#CSc1cccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cccc(SC#N)c2)C6=O)c1,N#CSc1ccccc1,Pubchem,0.4228,-0.5695,3.2621,-15.306,-179.208152,-179.013289,"[-1.432, -58.658, -55.055, -24.405]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H16N4O4S2/C38H16N4O4S2.xyz,True,C38H16N4O4S2,84c02e035c4e5378,1
PDI,-1.3543,2.5564,C48H54N6O4_1,C48H54N6O4_1,O=C1c2ccc3c4c(N5CCCCC5)cc5c6c(ccc(c7c(N8CCCCC8)cc(c2c37)C(=O)N1CCN1CCCCC1)c64)C(=O)N(CCN1CCCCC1)C5=O,CCN1CCCCC1,Pubchem,-6.0313,-0.3541,3.2319,14.469,-147.594612,-147.594594,"[57.093, -48.851, -16.62, -6.236]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H54N6O4/C48H54N6O4.xyz,True,C48H54N6O4,ffca1b7096e9f2b8,1
PDI,0.5538,0.5158,C34H36N8O4_1,C34H36N8O4_1,NCCNCCNCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CNCCNCCN)C5=O,CNCCNCCN,Pubchem,-1.5201,-0.0857,3.1227,16.223,-190.517602,-190.517224,"[-98.144, -95.355]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H36N8O4/C34H36N8O4.xyz,True,C34H36N8O4,008681ebaf583f6e,1
PDI,0.9061,-9.0752,C38H40N8O6_1,C38H40N8O6_1,CC(=O)NCCNCCNCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CNCCNCCNC(C)=O)C5=O,CNCCNCCNC(C)=O,Pubchem,-3.9031,0.203,3.2234,-3.743,-193.751637,-193.751618,"[-129.651, -122.276]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H40N8O6/C38H40N8O6.xyz,True,C38H40N8O6,d466e56a76d8a88e,1
PDI,-0.3947,-3.7416,C34H34N6O4_1,C34H34N6O4_1,NCCCNCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCNCCCN)C5=O,CCNCCCN,Pubchem,-1.4382,0.3721,3.1665,-18.668,-163.079152,-163.079238,"[-67.619, -67.585]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H34N6O4/C34H34N6O4.xyz,True,C34H34N6O4,8948d8984fd17032,1
PDI,10,-3.1743,C46H56N8O6_1,C46H56N8O6_1,CC(=O)NCCCNCCCCNCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCNCCCCNCCCNC(C)=O)C5=O,CCNCCCCNCCCNC(C)=O,Pubchem,-2.0575,-1.8147,3.3055,-11.501,-181.75109,-181.751211,"[-73.819, -74.926]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C46H56N8O6/C46H56N8O6.xyz,True,C46H56N8O6,b4943e94b3112f2c,1
PDI,3.8055,-1.8867,C36H38N6O4_1,C36H38N6O4_1,NCCCNCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCNCCCN)C5=O,CCCNCCCN,Pubchem,-0.6874,-1.0484,3.1773,-17.206,-165.696331,-165.696357,"[-68.037, -72.979]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C36H38N6O4_1/C36H38N6O4_1.xyz,True,C36H38N6O4,1d8805f59ddebb03,2
PDI,-0.8737,1.0042,C38H42N6O4_1,C38H42N6O4_1,CN(C)CCCNCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCNCCCN(C)C)C5=O,CCNCCCN(C)C,Pubchem,-0.3964,2.1829,3.1068,-135,-139.153483,-139.153197,"[-81.073, -15.886]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H42N6O4/C38H42N6O4.xyz,True,C38H42N6O4,6b29289e7ee340eb,1
PDI,-1.7003,0.3082,C38H38N6O6_1,C38H38N6O6_1,CC(=O)NCCCNCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCNCCCNC(C)=O)C5=O,CCNCCCNC(C)=O,Pubchem,-0.6366,-0.0676,3.1603,22.191,-167.450074,-167.38015,"[-106.065, 129.433]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H38N6O6/C38H38N6O6.xyz,True,C38H38N6O6,85ffbcfda2fb291b,1
PDI,-0.1721,3.4701,C48H56N8O4_1,C48H56N8O4_1,CN1CCN(c2cc3c4c(ccc5c6c(N7CCN(C)CC7)cc7c8c(ccc(c2c45)c86)C(=O)N(CCN2CCCCC2)C7=O)C(=O)N(CCN2CCCCC2)C3=O)CC1,CCN1CCCCC1,Pubchem,-4.3253,-3.3613,3.6926,34.5,-108.490287,-108.491112,"[44.139, -38.424, -54.438, -22.769]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H56N8O4/C48H56N8O4.xyz,True,C48H56N8O4,28978a20824d25ff,1
PDI,1.8018,2.9704,C47H55N7O4_1,C47H55N7O4_1,CN(C)CCCN1CCN(c2cc3c4c(ccc5c6ccc7c8c(ccc(c2c45)c86)C(=O)N(CCN2CCCCC2)C7=O)C(=O)N(CCN2CCCCC2)C3=O)CC1,CCN1CCCCC1,Pubchem,-0.7907,-1.8518,3.225,145.587,-156.1549,-156.154871,"[38.513, -92.734, 26.104]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C47H55N7O4/C47H55N7O4.xyz,True,C47H55N7O4,d2b1f5a459fa7e0a,1
PDI,-1.2361,-10,C44H56N8O4_1,C44H56N8O4_1,NCCCNCCCCNCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCNCCCCNCCCN)C5=O,CCCNCCCCNCCCN,Pubchem,-0.1803,0.2676,3.3154,-10.355,-181.751465,-181.751207,"[-70.539, -72.674]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C44H56N8O4/C44H56N8O4.xyz,True,C44H56N8O4,cdc30fc5c04518cc,1
PDI,-1.4644,-8.1094,C38H36N4O6_1,C38H36N4O6_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCCN1CCOCC1)c64)C(=O)N(CCCN1CCOCC1)C5=O,CCCN1CCOCC1,Pubchem,-3.9116,2.0811,3.1405,-26.392,-164.870187,-164.870161,"[-119.203, -47.615]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H36N4O6/C38H36N4O6.xyz,True,C38H36N4O6,89d26a994901213c,1
PDI,-0.9236,-2.2757,C50H62N2O4_1,C50H62N2O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,-0.8067,0.3038,3.1207,-30.721,-167.296997,-167.296921,"[-52.605, -66.271]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C50H62N2O4_1/C50H62N2O4_1.xyz,True,C50H62N2O4,8dbb652a4aa95fd9,2
PDI,-0.1107,-3.0531,C40H26N2O6_2,C40H26N2O6_2,COc1cccc(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(Cc2cccc(OC)c2)C6=O)c1,COc1cccc(C)c1,Pubchem,0.3629,2.4957,3.1356,-30.766,-181.440049,-181.440026,"[35.686, 49.962, -70.989, 31.045, 8.787, -71.08]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C40H26N2O6_2/C40H26N2O6_2.xyz,True,C40H26N2O6,1a778432a84a001f,1
PDI,2.8798,-2.149,C38H24N4O4_1,C38H24N4O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCc1ccncc1)c64)C(=O)N(CCc1ccncc1)C5=O,CCc1ccncc1,Pubchem,-1.3065,-0.8309,3.1609,-24.561,-156.18001,-156.180012,"[-70.406, 86.305, -50.099, 7.43]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C38H24N4O4_1/C38H24N4O4_1.xyz,True,C38H24N4O4,8f75d536073a34b0,2
PDI,0.2934,3.2037,C36H32N4O6_1,C36H32N4O6_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCN1CCOCC1)c64)C(=O)N(CCN1CCOCC1)C5=O,CCN1CCOCC1,Pubchem,0.739,-0.6372,3.1019,-27.979,-169.342202,-169.342172,"[58.363, 123.427]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H32N4O6/C36H32N4O6.xyz,True,C36H32N4O6,5f844171056dfb37,1
PDI,-0.128,7.0653,C42H52N8O4_1,C42H52N8O4_1,NCCCNCCCCNCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCNCCCCNCCCN)C5=O,CCNCCCCNCCCN,Pubchem,-1.8648,-0.2072,3.3018,10.663,-180.145173,-180.145004,"[-111.967, -107.098]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H52N8O4/C42H52N8O4.xyz,True,C42H52N8O4,f4beafd53f23046e,1
PDI,0.3149,0.1051,C52H62N6O6_1,C52H62N6O6_1,O=C1c2ccc3c4c(N5CCCCC5)cc5c6c(ccc(c7c(N8CCCCC8)cc(c2c37)C(=O)N1CCOCCN1CCCCC1)c64)C(=O)N(CCOCCN1CCCCC1)C5=O,CCOCCN1CCCCC1,Pubchem,-0.9535,3.4396,4.0574,-56.829,-100.371062,-98.785716,"[-59.608, -38.901, -73.347, 70.009]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C52H62N6O6_1/C52H62N6O6_1.xyz,True,C52H62N6O6,568aaff4f93a3262,2
PDI,0.249,0.1614,C52H64N8O6_1,C52H64N8O6_1,CN1CCN(CCOCCN2C(=O)c3ccc4c5c(N6CCCCC6)cc6c7c(ccc(c8c(N9CCCCC9)cc(c3c48)C2=O)c75)C(=O)N(CCOCCN2CCN(C)CC2)C6=O)CC1,CCOCCN1CCN(C)CC1,Pubchem,-5.8557,-0.3893,3.2463,-1.431,-145.229627,-145.229459,"[360.0, 5.478, 49.555, -8.379]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C52H64N8O6/C52H64N8O6.xyz,True,C52H64N8O6,e32ddaa3474efe59,1
PDI,-10,9.9997,C46H54N6O6_1,C46H54N6O6_1,CN(C)CCOCCN1C(=O)c2ccc3c4c(N5CCCCC5)cc5c6c(ccc(c7c(N8CCCCC8)cc(c2c37)C1=O)c64)C(=O)N(CCOCCN(C)C)C5=O,CCOCCN(C)C,Pubchem,-3.5276,0.3924,3.3557,-6.835,-132.824283,-131.061209,"[-360.0, 52.134, -47.32, -2.531]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C46H54N6O6/C46H54N6O6.xyz,True,C46H54N6O6,2a560e832bfddef3,1
PDI,1.2242,-0.3041,C44H50N6O6_1,C44H50N6O6_1,CNCCOCCN1C(=O)c2ccc3c4c(N5CCCCC5)cc5c6c(ccc(c7c(N8CCCCC8)cc(c2c37)C1=O)c64)C(=O)N(CCOCCNC)C5=O,CCOCCNC,Pubchem,1.8644,0.7533,3.8555,38.115,-113.661721,-112.073305,"[25.399, 46.386, -56.901, -360.0]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C44H50N6O6/C44H50N6O6.xyz,True,C44H50N6O6,431664ebeafe3d5a,1
PDI,2.0785,0.9856,C30H24N4O4_1,C30H24N4O4_1,NCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCN)C5=O,CCCN,Pubchem,-0.0053,-0.9339,3.1273,-29.612,-148.2351,-147.816579,"[122.856, 63.062]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C30H24N4O4/C30H24N4O4.xyz,True,C30H24N4O4,2d162986652fc593,1
PDI,-0.6396,-4.7922,C40H26N2O4_3,C40H26N2O4_3,Cc1cccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cccc(C)c2C)C6=O)c1C,Cc1ccccc1C,Pubchem,-0.92,0.5272,3.1681,-21.701,-156.904465,-154.590825,"[-69.672, -74.124]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C40H26N2O4_3/C40H26N2O4_3.xyz,True,C40H26N2O4,0141d2cf55087f89,1
PDI,3.5302,-6.8134,C48H58N2O4_1,C48H58N2O4_1,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O,CCCCCCCCCCCC,Pubchem,-1.589,-0.7232,3.2523,-14.678,-163.193056,-163.193023,"[-70.96, -71.575]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H58N2O4/C48H58N2O4.xyz,True,C48H58N2O4,e05696ab4a0af536,1
PDI,1.7546,2.0289,C32H26N2O4_1,C32H26N2O4_1,CC(C)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C)C)C5=O,CC(C)C,Pubchem,-0.5626,-0.9684,3.1124,-37.326,-153.035456,-149.995052,"[47.325, 47.358]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C32H26N2O4_1/C32H26N2O4_1.xyz,True,C32H26N2O4,6cd52a54d05db439,2
PDI,1.6877,0.2202,C36H20N4O4_2,C36H20N4O4_2,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1Cc1ccncc1)c64)C(=O)N(Cc1ccncc1)C5=O,Cc1ccncc1,Pubchem,-3.3795,-1.4077,3.1173,-155.995,-167.332187,-165.500242,"[51.508, 5.671, 50.01, 7.802]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C36H20N4O4_2/C36H20N4O4_2.xyz,True,C36H20N4O4,ed72533aa974ade6,2
PDI,2.3018,2.0605,C38H22N2O4_2,C38H22N2O4_2,Cc1cccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cccc(C)c2)C6=O)c1,Cc1ccccc1,Pubchem,-1.4329,-4.6705,3.1094,-179.444,-190.767135,-190.756992,"[67.554, 67.096]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C38H22N2O4_2/C38H22N2O4_2.xyz,True,C38H22N2O4,6e5b450ac2546e92,2
